game_id,week,season_type,posteam,defteam,qtr,down,drive_no,play_no,play_type,playType,desc,epa,success,wp,t_last_play,t_next_play,t_last_down,t_next_down,seq_as_start,seq_as_end
2025_01_ARI_NO,1,REG,ARI,NO,1,1,1,1,run,Run,(14:56) 6-J.Conner right tackle to ARI 25 for 3 yards (92-D.Godchaux).,-0.19005232071503997,0,0.4339088201522827,NA,Pass,NA,2,Run-Pass,NA
2025_01_ARI_NO,1,REG,ARI,NO,1,2,1,2,pass,Pass,(14:18) (Shotgun) 1-K.Murray pass short left to 85-T.McBride pushed ob at ARI 36 for 11 yards (27-I.Yiadom).,1.3173398058861494,1,0.41990405321121216,Run,Pass,1,1,Pass-Pass,Run-Pass
2025_01_ARI_NO,1,REG,ARI,NO,1,1,1,3,pass,Pass,(13:40) 1-K.Murray sacked at ARI 25 for -11 yards (94-C.Jordan).,-1.6943599595688283,0,0.454899400472641,Pass,Run,2,2,Pass-Run,Pass-Pass
2025_01_ARI_NO,1,REG,ARI,NO,1,2,1,4,run,Run,(12:57) (Shotgun) 6-J.Conner left end to ARI 23 for -2 yards (4-K.McKinstry).,-1.2841495387256145,0,0.4042151868343353,Pass,Run,1,3,Run-Run,Pass-Run
2025_01_ARI_NO,1,REG,ARI,NO,1,3,1,5,run,Run,(12:14) (Shotgun) 33-T.Benson left guard to ARI 24 for 1 yard (56-D.Davis).,-0.8405737169086933,0,0.3797571063041687,Run,NA,2,NA,Run-NA,Run-Run
2025_01_ARI_NO,1,REG,ARI,NO,1,1,2,1,pass,Pass,(10:34) 1-K.Murray pass short left to 85-T.McBride to ARI 39 for 5 yards (21-J.Reid).,0.04106551385484636,1,0.4486531615257263,NA,Pass,NA,2,Pass-Pass,NA
2025_01_ARI_NO,1,REG,ARI,NO,1,2,2,2,run,Pass,"(10:06) (No Huddle, Shotgun) 1-K.Murray scrambles right end ran ob at NO 48 for 13 yards (21-J.Reid).",1.1335498166736215,1,0.4419708251953125,Pass,Run,1,1,Pass-Run,Pass-Pass
2025_01_ARI_NO,1,REG,ARI,NO,1,1,2,3,run,Run,"(9:28) (No Huddle, Shotgun) 6-J.Conner left tackle to NO 47 for 1 yard (23-J.Blackmon).",-0.4457430567126721,0,0.48011788725852966,Pass,Pass,2,2,Run-Pass,Pass-Run
2025_01_ARI_NO,1,REG,ARI,NO,1,2,2,4,pass,Pass,(8:55) (No Huddle) 1-K.Murray sacked ob at NO 47 for 0 yards (96-C.Granderson).,-0.8830860867165029,0,0.46184656023979187,Run,Pass,1,1,Pass-Pass,Run-Pass
2025_01_ARI_NO,1,REG,ARI,NO,1,1,2,5,pass,Pass,(8:05) (Shotgun) 1-K.Murray sacked at NO 39 for 0 yards (20-P.Werner).,-0.6539916452020407,0,0.5007420778274536,Pass,Run,2,2,Pass-Run,Pass-Pass
2025_01_ARI_NO,1,REG,ARI,NO,1,2,2,6,run,Run,(7:22) (Shotgun) 6-J.Conner up the middle to NO 27 for 12 yards (21-J.Reid; 58-C.Rumph).,1.1524833565345034,1,0.48715221881866455,Pass,Pass,1,3,Run-Pass,Pass-Run
2025_01_ARI_NO,1,REG,ARI,NO,1,3,2,7,pass,Pass,(6:38) (Shotgun) 1-K.Murray pass short right to 14-Mi.Wilson to NO 22 for 5 yards (20-P.Werner).,1.1131692650960758,1,0.5168325901031494,Run,Run,2,1,Pass-Run,Run-Pass
2025_01_ARI_NO,1,REG,ARI,NO,1,1,2,8,run,Run,(5:58) 6-J.Conner up the middle to NO 19 for 3 yards (56-D.Davis).,-0.34259057499002665,0,0.5691856741905212,Pass,Pass,3,2,Run-Pass,Pass-Run
2025_01_ARI_NO,1,REG,ARI,NO,1,2,2,9,pass,Pass,(5:17) (Shotgun) 1-K.Murray pass incomplete short left to 84-E.Higgins (96-C.Granderson).,-0.6507592702982947,0,0.5555897951126099,Run,Pass,1,3,Pass-Pass,Run-Pass
2025_01_ARI_NO,1,REG,ARI,NO,1,3,2,10,pass,Pass,(5:14) (Shotgun) 1-K.Murray pass incomplete deep right to 14-Mi.Wilson.,-1.06060263332055,0,0.5122789740562439,Pass,NA,2,NA,Pass-NA,Pass-Pass
2025_01_ARI_NO,1,REG,ARI,NO,2,1,3,1,pass,Pass,(14:20) (Shotgun) 1-K.Murray pass short right to 33-T.Benson to ARI 41 for 6 yards (1-A.Taylor; 27-I.Yiadom).,0.2773910667747259,1,0.32653364539146423,NA,Pass,NA,2,Pass-Pass,NA
2025_01_ARI_NO,1,REG,ARI,NO,2,2,3,2,pass,Pass,(13:41) (Shotgun) 1-K.Murray pass deep right to 18-M.Harrison ran ob at NO 14 for 45 yards (4-K.McKinstry).,3.19205127726309,1,0.3212626576423645,Pass,Run,1,1,Pass-Run,Pass-Pass
2025_01_ARI_NO,1,REG,ARI,NO,2,1,3,3,run,Run,"(13:05) (No Huddle, Shotgun) 33-T.Benson up the middle to NO 10 for 4 yards (20-P.Werner; 92-D.Godchaux).",-0.28793810470961034,0,0.44614195823669434,Pass,Run,2,2,Run-Run,Pass-Run
2025_01_ARI_NO,1,REG,ARI,NO,2,2,3,4,run,Run,(12:23) (Shotgun) 33-T.Benson right guard to NO 6 for 4 yards (92-D.Godchaux; 23-J.Blackmon).,0.05360688117798418,1,0.4506128132343292,Run,Run,1,3,Run-Run,Run-Run
2025_01_ARI_NO,1,REG,ARI,NO,2,3,3,5,run,Run,(11:39) (Shotgun) 1-K.Murray right end to NO 3 for 3 yards (23-J.Blackmon).,1.2559463963843882,1,0.45717817544937134,Run,Run,2,1,Run-Run,Run-Run
2025_01_ARI_NO,1,REG,ARI,NO,2,1,3,6,run,Run,(10:49) 6-J.Conner left guard to NO 1 for no gain (56-D.Davis).,-0.24502955074422061,0,0.4945785403251648,Run,Pass,3,2,Run-Pass,Run-Run
2025_01_ARI_NO,1,REG,ARI,NO,2,2,3,7,pass,Pass,"(10:10) (Shotgun) 1-K.Murray pass short left to 18-M.Harrison for 1 yard, TOUCHDOWN.",0.8115901529672556,1,0.48627209663391113,Run,NA,1,NA,Pass-NA,Run-Pass
2025_01_ARI_NO,1,REG,ARI,NO,2,1,4,1,pass,Pass,(4:53) 1-K.Murray pass incomplete short right to 85-T.McBride (96-C.Granderson).,-0.5453785345889628,0,0.4456234276294708,NA,Pass,NA,2,Pass-Pass,NA
2025_01_ARI_NO,1,REG,ARI,NO,2,2,4,2,pass,Pass,(4:49) (Shotgun) 1-K.Murray pass incomplete short middle to 85-T.McBride.,-0.6414293551351875,0,0.4275851249694824,Pass,Pass,1,3,Pass-Pass,Pass-Pass
2025_01_ARI_NO,1,REG,ARI,NO,2,3,4,3,pass,Pass,(4:46) (Shotgun) 1-K.Murray pass short middle to 85-T.McBride to ARI 40 for 11 yards (20-P.Werner).,1.7115939502837136,1,0.4047197997570038,Pass,Run,2,1,Pass-Run,Pass-Pass
2025_01_ARI_NO,1,REG,ARI,NO,2,1,4,4,run,Run,"(4:10) (Shotgun) 1-K.Murray right end to ARI 42 for 2 yards (54-J.Williams; 93-N.Shepherd). PENALTY on NO-54-J.Williams, Face Mask, 15 yards, enforced at ARI 42.",1.1476235429872759,1,0.46531999111175537,Pass,Pass,3,1,Run-Pass,Pass-Run
2025_01_ARI_NO,1,REG,ARI,NO,2,1,4,5,pass,Pass,"(3:28) (Shotgun) 1-K.Murray pass short right to 6-J.Conner to ARI 44 for -3 yards (96-C.Granderson, 23-J.Blackmon).",-0.7262678436236456,0,0.4585263729095459,Run,Pass,1,2,Pass-Pass,Run-Pass
2025_01_ARI_NO,1,REG,ARI,NO,2,2,4,6,pass,Pass,(2:49) (Shotgun) 1-K.Murray pass short middle to 18-M.Harrison to NO 45 for 11 yards (23-J.Blackmon).,0.20419851515907794,1,0.4422309100627899,Pass,Pass,1,3,Pass-Pass,Pass-Pass
2025_01_ARI_NO,1,REG,ARI,NO,2,3,4,7,pass,Pass,(2:07) (Shotgun) 1-K.Murray pass short middle to 85-T.McBride to NO 20 for 25 yards (23-J.Blackmon; 4-K.McKinstry).,2.787676735490095,1,0.43823251128196716,Pass,Run,2,1,Pass-Run,Pass-Pass
2025_01_ARI_NO,1,REG,ARI,NO,2,1,4,8,run,Run,(1:57) 6-J.Conner left guard to NO 8 for 7 yards (96-C.Granderson).,0.11080166028114036,1,0.578433096408844,Pass,Pass,3,1,Run-Pass,Pass-Run
2025_01_ARI_NO,1,REG,ARI,NO,2,1,4,9,pass,Pass,(1:16) (Shotgun) 1-K.Murray pass short left to 85-T.McBride to NO 4 for 4 yards (56-D.Davis).,0.11331955791683868,1,0.6042425632476807,Run,Pass,1,2,Pass-Pass,Run-Pass
2025_01_ARI_NO,1,REG,ARI,NO,2,2,4,10,pass,Pass,"(:32) (Shotgun) 1-K.Murray pass short middle to 6-J.Conner for 4 yards, TOUCHDOWN.",1.7368997829034925,1,0.6022207736968994,Pass,NA,1,NA,Pass-NA,Pass-Pass
2025_01_ARI_NO,1,REG,ARI,NO,3,1,5,1,pass,Pass,(12:27) 1-K.Murray pass short left to 6-J.Conner to ARI 18 for -1 yards (56-D.Davis).,-0.9764494327828288,0,0.7160906195640564,NA,Run,NA,2,Pass-Run,NA
2025_01_ARI_NO,1,REG,ARI,NO,3,2,5,2,run,Run,(11:45) 33-T.Benson right end to NO 30 for 52 yards (96-C.Granderson).,4.398174302536063,1,0.704410195350647,Pass,Pass,1,1,Run-Pass,Pass-Run
2025_01_ARI_NO,1,REG,ARI,NO,3,1,5,3,pass,Pass,(10:53) (Shotgun) 1-K.Murray pass incomplete deep right to 14-Mi.Wilson.,-0.4812210095115006,0,0.8005548715591431,Run,Run,2,2,Pass-Run,Run-Pass
2025_01_ARI_NO,1,REG,ARI,NO,3,2,5,4,run,Run,"(10:49) (No Huddle, Shotgun) 33-T.Benson right end to NO 30 for no gain (56-D.Davis; 21-J.Reid).",-0.7253247293410823,0,0.7886425852775574,Pass,Pass,1,3,Run-Pass,Pass-Run
2025_01_ARI_NO,1,REG,ARI,NO,3,3,5,5,pass,Pass,(10:02) (Shotgun) 1-K.Murray pass short left to 4-G.Dortch to NO 32 for -2 yards (56-D.Davis).,-1.191799800855717,0,0.7654728293418884,Run,NA,2,NA,Pass-NA,Run-Pass
2025_01_ARI_NO,1,REG,ARI,NO,3,1,6,1,run,Run,(3:55) 6-J.Conner left end to ARI 35 for 7 yards (21-J.Reid).,0.3016947144642472,1,0.8440479040145874,NA,Pass,NA,2,Run-Pass,NA
2025_01_ARI_NO,1,REG,ARI,NO,3,2,6,2,pass,Pass,(3:17) (Shotgun) 1-K.Murray pass short right to 6-J.Conner to ARI 40 for 5 yards (20-P.Werner).,0.4360715295188129,1,0.8500679135322571,Run,Pass,1,1,Pass-Pass,Run-Pass
2025_01_ARI_NO,1,REG,ARI,NO,3,1,6,3,pass,Pass,"(2:51) (No Huddle, Shotgun) 1-K.Murray pass short left to 18-M.Harrison to ARI 42 for 2 yards (27-I.Yiadom).",-0.39943757094442844,0,0.8747283220291138,Pass,Pass,2,2,Pass-Pass,Pass-Pass
2025_01_ARI_NO,1,REG,ARI,NO,3,2,6,4,run,Pass,"(2:21) (No Huddle, Shotgun) 1-K.Murray scrambles left end ran ob at ARI 46 for 4 yards (20-P.Werner).",-0.13792460947297513,0,0.8671594262123108,Pass,Pass,1,3,Pass-Pass,Pass-Pass
2025_01_ARI_NO,1,REG,ARI,NO,3,3,6,5,pass,Pass,(1:40) (Shotgun) 1-K.Murray sacked at ARI 39 for -7 yards (sack split by 94-C.Jordan and 96-C.Granderson).,-2.309622149216011,0,0.8808891773223877,Pass,NA,2,NA,Pass-NA,Pass-Pass
2025_01_ARI_NO,1,REG,ARI,NO,4,1,7,1,pass,Pass,(13:33) (Shotgun) 1-K.Murray pass incomplete deep middle to 18-M.Harrison.,-0.5858379006385803,0,0.8718052506446838,NA,Run,NA,2,Pass-Run,NA
2025_01_ARI_NO,1,REG,ARI,NO,4,2,7,2,run,Run,(13:29) 6-J.Conner up the middle to ARI 5 for 2 yards (93-N.Shepherd).,-0.22203901433385909,0,0.8524308204650879,Pass,Pass,1,3,Run-Pass,Pass-Run
2025_01_ARI_NO,1,REG,ARI,NO,4,3,7,3,pass,Pass,(12:49) (Shotgun) 1-K.Murray pass short left to 18-M.Harrison to ARI 17 for 12 yards (21-J.Reid; 27-I.Yiadom).,2.431014271453023,1,0.846254289150238,Run,Run,2,1,Pass-Run,Run-Pass
2025_01_ARI_NO,1,REG,ARI,NO,4,1,7,4,run,Run,(12:06) (Shotgun) 6-J.Conner right end to ARI 19 for 2 yards (56-D.Davis; 93-N.Shepherd).,-0.5281933858059347,0,0.8979904055595398,Pass,Pass,3,2,Run-Pass,Pass-Run
2025_01_ARI_NO,1,REG,ARI,NO,4,2,7,5,pass,Pass,(11:24) (Shotgun) 1-K.Murray pass short right to 87-T.Reiman to ARI 29 for 10 yards (4-K.McKinstry; 20-P.Werner).,1.3462599092163146,1,0.883794903755188,Run,Pass,1,1,Pass-Pass,Run-Pass
2025_01_ARI_NO,1,REG,ARI,NO,4,1,7,6,run,Pass,(10:52) (Shotgun) 1-K.Murray scrambles left end ran ob at ARI 40 for 11 yards (58-C.Rumph).,0.5809218399226665,1,0.9042736291885376,Pass,Pass,2,1,Pass-Pass,Pass-Pass
2025_01_ARI_NO,1,REG,ARI,NO,4,1,7,7,pass,Pass,(10:08) (Shotgun) 1-K.Murray pass incomplete short left to 14-Mi.Wilson (4-K.McKinstry).,-0.5380742514971644,0,0.9410706758499146,Pass,Run,1,2,Pass-Run,Pass-Pass
2025_01_ARI_NO,1,REG,ARI,NO,4,2,7,8,run,Run,(10:03) 6-J.Conner right tackle to ARI 41 for 1 yard (90-B.Bresee).,-0.7582455666270107,0,0.9324190020561218,Pass,Pass,1,3,Run-Pass,Pass-Run
2025_01_ARI_NO,1,REG,ARI,NO,4,3,7,9,pass,Pass,"(9:21) (Shotgun) 1-K.Murray pass incomplete short right to 85-T.McBride (94-C.Jordan, 23-J.Blackmon).",-1.3684153682552278,0,0.9343146681785583,Run,NA,2,NA,Pass-NA,Run-Pass
2025_01_ARI_NO,1,REG,ARI,NO,4,1,8,1,run,Run,(8:43) (Shotgun) 33-T.Benson right tackle to NO 37 for 3 yards (4-K.McKinstry).,-0.29368604870978743,0,0.9507319927215576,NA,Pass,NA,2,Run-Pass,NA
2025_01_ARI_NO,1,REG,ARI,NO,4,2,8,2,pass,Pass,(7:59) (Shotgun) 1-K.Murray pass short middle to 17-Z.Jones to NO 33 for 4 yards (4-K.McKinstry).,0.06692167394794524,1,0.9487174153327942,Run,Pass,1,3,Pass-Pass,Run-Pass
2025_01_ARI_NO,1,REG,ARI,NO,4,3,8,3,pass,Pass,(7:14) (Shotgun) 1-K.Murray pass short left to 85-T.McBride pushed ob at NO 28 for 5 yards (4-K.McKinstry).,0.9453721576137468,1,0.9602667689323425,Pass,Run,2,1,Pass-Run,Pass-Pass
2025_01_ARI_NO,1,REG,ARI,NO,4,1,8,4,run,Run,(6:37) 33-T.Benson up the middle to NO 30 for -2 yards (94-C.Jordan).,-0.9008842845214531,0,0.9684767723083496,Pass,Run,3,2,Run-Run,Pass-Run
2025_01_ARI_NO,1,REG,ARI,NO,4,2,8,5,run,Run,"(5:56) (Shotgun) 1-K.Murray left end to NO 22 for 8 yards (96-C.Granderson). PENALTY on ARI-72-H.Froholdt, Offensive Holding, 10 yards, enforced at NO 29.",-0.6697737157810479,0,0.959139347076416,Run,Run,1,2,Run-Run,Run-Run
2025_01_ARI_NO,1,REG,ARI,NO,4,2,8,6,run,Run,(5:30) (Shotgun) 1-K.Murray up the middle to NO 35 for 4 yards (20-P.Werner).,-0.5692829846520908,0,0.9576694369316101,Run,Run,2,3,Run-Run,Run-Run
2025_01_ARI_NO,1,REG,ARI,NO,4,3,8,7,run,Run,(4:48) (Shotgun) 33-T.Benson right end to NO 28 for 7 yards (56-D.Davis; 90-B.Bresee).,-0.15945770128883674,0,0.9559623599052429,Run,NA,2,NA,Run-NA,Run-Run
2025_01_ARI_NO,1,REG,ARI,NO,4,1,9,1,run,Run,(2:35) 6-J.Conner left guard to ARI 29 for 3 yards (20-P.Werner).,-0.37537380412686616,0,0.9346925616264343,NA,Pass,NA,2,Run-Pass,NA
2025_01_ARI_NO,1,REG,ARI,NO,4,2,9,2,pass,Pass,(2:29) (Shotgun) 1-K.Murray pass short right to 84-E.Higgins to ARI 32 for 3 yards (23-J.Blackmon).,-0.5886091338470578,0,0.9272922873497009,Run,Pass,1,3,Pass-Pass,Run-Pass
2025_01_ARI_NO,1,REG,ARI,NO,4,3,9,3,pass,Pass,(2:23) (Shotgun) 1-K.Murray sacked at ARI 17 for -15 yards (1-A.Taylor).,-1.711793893482536,0,0.9418322443962097,Pass,NA,2,NA,Pass-NA,Pass-Pass
2025_01_ARI_NO,1,REG,NO,ARI,1,1,1,1,run,Run,(11:27) (Shotgun) 41-A.Kamara up the middle to NO 26 for 3 yards (27-A.Davis-Gaither; 93-C.Campbell).,-0.19472784269601107,0,0.6133740544319153,NA,Pass,NA,2,Run-Pass,NA
2025_01_ARI_NO,1,REG,NO,ARI,1,2,1,2,pass,Pass,(10:55) (Shotgun) 2-S.Rattler pass incomplete short middle to 22-R.Shaheed (0-W.Johnson).,-0.7885269890539348,0,0.6022618412971497,Run,Pass,1,3,Pass-Pass,Run-Pass
2025_01_ARI_NO,1,REG,NO,ARI,1,3,1,3,pass,Pass,(10:51) (Shotgun) 2-S.Rattler pass incomplete short right.,-1.545795965474099,0,0.5770425796508789,Pass,NA,2,NA,Pass-NA,Pass-Pass
2025_01_ARI_NO,1,REG,NO,ARI,1,1,2,1,pass,Pass,(4:56) (Shotgun) 2-S.Rattler pass short right to 83-J.Johnson to NO 36 for 11 yards (2-Ma.Wilson; 25-Z.Collins).,0.676772792590782,1,0.5110875368118286,NA,Run,NA,1,Pass-Run,NA
2025_01_ARI_NO,1,REG,NO,ARI,1,1,2,2,run,Run,"(4:33) (No Huddle, Shotgun) 2-S.Rattler right guard to NO 38 for 2 yards (93-C.Campbell).",-0.5572675869334489,0,0.5406576991081238,Pass,Pass,1,2,Run-Pass,Pass-Run
2025_01_ARI_NO,1,REG,NO,ARI,1,2,2,3,pass,Pass,"(4:14) (No Huddle, Shotgun) 2-S.Rattler pass short left to 12-C.Olave pushed ob at ARI 49 for 13 yards (16-M.Melton).",1.357633666601032,1,0.5238581895828247,Run,Run,1,1,Pass-Run,Run-Pass
2025_01_ARI_NO,1,REG,NO,ARI,1,1,2,4,run,Run,(3:13) (Shotgun) 5-K.Miller left guard to ARI 44 for 10 yards (21-G.Williams; 2-Ma.Wilson).,0.44946240657009184,1,0.5400214791297913,Pass,Run,2,1,Run-Run,Pass-Run
2025_01_ARI_NO,1,REG,NO,ARI,1,1,2,5,run,Run,(2:01) 72-A.Richards reported in as eligible. 41-A.Kamara right end to ARI 40 for 9 yards (27-A.Davis-Gaither).,0.6286707068793476,1,0.5514320135116577,Run,Run,1,2,Run-Run,Run-Run
2025_01_ARI_NO,1,REG,NO,ARI,1,2,2,6,run,Run,(1:21) (Shotgun) 77-D.Radunz reported in as eligible. 41-A.Kamara up the middle to ARI 38 for 2 yards (93-C.Campbell).,-0.03609549533575773,0,0.6028928756713867,Run,Run,1,1,Run-Run,Run-Run
2025_01_ARI_NO,1,REG,NO,ARI,1,1,2,7,run,Run,(:40) (Shotgun) 2-S.Rattler right end to ARI 37 for 6 yards (3-B.Baker).,0.2326786571647972,1,0.5826517343521118,Run,Pass,2,2,Run-Pass,Run-Run
2025_01_ARI_NO,1,REG,NO,ARI,1,2,2,8,pass,Pass,"(:11) (No Huddle, Shotgun) 2-S.Rattler pass short left to 10-B.Cooks to ARI 25 for 12 yards (34-J.Thompson).",1.3710729678859934,1,0.5946403741836548,Run,Pass,1,1,Pass-Pass,Run-Pass
2025_01_ARI_NO,1,REG,NO,ARI,2,1,2,10,pass,Pass,(15:00) (Shotgun) 2-S.Rattler pass short right to 41-A.Kamara to ARI 18 for 7 yards (93-C.Campbell; 34-J.Thompson).,0.4137508118292317,1,0.6265233159065247,Pass,Run,2,2,Pass-Run,Pass-Pass
2025_01_ARI_NO,1,REG,NO,ARI,2,2,2,11,run,Run,"(14:26) (No Huddle, Shotgun) 41-A.Kamara right guard for 18 yards, TOUCHDOWN.",2.035720159066841,1,0.6292569637298584,Pass,NA,1,NA,Run-NA,Pass-Run
2025_01_ARI_NO,1,REG,NO,ARI,2,1,3,1,run,Run,(9:58) (Shotgun) 24-D.Neal up the middle to NO 49 for 4 yards (25-Z.Collins).,-0.23551023961044848,0,0.5355939865112305,NA,Pass,NA,2,Run-Pass,NA
2025_01_ARI_NO,1,REG,NO,ARI,2,2,3,2,pass,Pass,"(9:38) (No Huddle, Shotgun) 2-S.Rattler pass short left to 12-C.Olave to ARI 46 for 5 yards (2-Ma.Wilson).",0.42817174759693444,1,0.5298174619674683,Run,Pass,1,3,Pass-Pass,Run-Pass
2025_01_ARI_NO,1,REG,NO,ARI,2,3,3,3,pass,Pass,(8:46) (Shotgun) 2-S.Rattler pass short left to 12-C.Olave to ARI 40 for 10 yards (34-J.Thompson).,1.6671323948539793,1,0.5033280849456787,Pass,Run,2,1,Pass-Run,Pass-Pass
2025_01_ARI_NO,1,REG,NO,ARI,2,1,3,4,run,Run,"(8:15) (No Huddle, Shotgun) 24-D.Neal left guard to ARI 35 for 5 yards (5-B.Browning; 34-J.Thompson).",0.07699990761466324,1,0.5836166143417358,Pass,Pass,3,2,Run-Pass,Pass-Run
2025_01_ARI_NO,1,REG,NO,ARI,2,2,3,5,pass,Pass,"(7:50) (No Huddle, Shotgun) 2-S.Rattler pass short left to 83-J.Johnson to ARI 31 for 4 yards (16-M.Melton).",0.07051736500579864,1,0.5916649103164673,Run,Run,1,3,Pass-Run,Run-Pass
2025_01_ARI_NO,1,REG,NO,ARI,2,3,3,6,run,Run,(7:11) 72-A.Richards reported in as eligible. 5-K.Miller right tackle to ARI 23 for 8 yards (34-J.Thompson; 16-M.Melton).,0.9418589170090854,1,0.5868480801582336,Pass,Run,2,1,Run-Run,Pass-Run
2025_01_ARI_NO,1,REG,NO,ARI,2,1,3,7,run,Run,(6:28) 5-K.Miller up the middle to ARI 21 for 2 yards (2-Ma.Wilson; 27-A.Davis-Gaither).,-0.41114226961508393,0,0.6156647205352783,Run,Pass,3,2,Run-Pass,Run-Run
2025_01_ARI_NO,1,REG,NO,ARI,2,2,3,8,pass,Pass,"(5:50) (Shotgun) 2-S.Rattler pass incomplete deep right. Penalty on NO-78-E.McCoy, Ineligible Downfield Pass, declined.",-0.6348088380182162,0,0.6022403240203857,Run,Pass,1,3,Pass-Pass,Run-Pass
2025_01_ARI_NO,1,REG,NO,ARI,2,3,3,9,pass,Pass,(5:42) (Shotgun) 2-S.Rattler pass short middle to 12-C.Olave to ARI 18 for 3 yards (21-G.Williams) [10-J.Sweat].,-0.7842218213585448,0,0.5794286727905273,Pass,NA,2,NA,Pass-NA,Pass-Pass
2025_01_ARI_NO,1,REG,NO,ARI,2,1,4,1,run,Run,(:23) (Shotgun) 41-A.Kamara left guard to NO 35 for 6 yards (10-J.Sweat; 5-B.Browning).,-0.5865553013281897,0,0.33303672075271606,NA,NA,NA,NA,Run-NA,NA
2025_01_ARI_NO,1,REG,NO,ARI,3,1,5,1,pass,Pass,(14:56) (Shotgun) 2-S.Rattler pass short middle to 22-R.Shaheed to NO 17 for 2 yards (25-Z.Collins).,-0.4674985324963927,0,0.28484809398651123,NA,Pass,NA,2,Pass-Pass,NA
2025_01_ARI_NO,1,REG,NO,ARI,3,2,5,2,pass,Pass,(14:19) (Shotgun) 2-S.Rattler pass deep right to 22-R.Shaheed to NO 34 for 17 yards (34-J.Thompson).,1.7285170201212168,1,0.27768200635910034,Pass,Run,1,1,Pass-Run,Pass-Pass
2025_01_ARI_NO,1,REG,NO,ARI,3,1,5,3,run,Run,"(13:55) (No Huddle, Shotgun) 41-A.Kamara left end to NO 35 for 1 yard (3-B.Baker; 2-Ma.Wilson).",-0.573094779625535,0,0.31020331382751465,Pass,Pass,2,2,Run-Pass,Pass-Run
2025_01_ARI_NO,1,REG,NO,ARI,3,2,5,4,pass,Pass,(13:20) (Shotgun) 2-S.Rattler pass short middle to 22-R.Shaheed to NO 37 for 2 yards (3-B.Baker).,-0.5526588098146021,0,0.2952694296836853,Run,Pass,1,3,Pass-Pass,Run-Pass
2025_01_ARI_NO,1,REG,NO,ARI,3,3,5,5,pass,Pass,"(12:55) (No Huddle, Shotgun) 2-S.Rattler sacked at NO 31 for -6 yards (5-B.Browning). Penalty on NO-75-T.Fuaga, Offensive Holding, declined.",-2.2271140972152352,0,0.282734215259552,Pass,NA,2,NA,Pass-NA,Pass-Pass
2025_01_ARI_NO,1,REG,NO,ARI,3,1,6,1,pass,Pass,(9:09) (Shotgun) 2-S.Rattler pass incomplete short middle to 83-J.Johnson (27-A.Davis-Gaither).,-0.6116714496165514,0,0.21082261204719543,NA,Pass,NA,2,Pass-Pass,NA
2025_01_ARI_NO,1,REG,NO,ARI,3,2,6,2,pass,Pass,(9:05) (Shotgun) 2-S.Rattler pass short middle to 83-J.Johnson to NO 39 for 12 yards (34-J.Thompson).,1.3023318767081946,1,0.1930883675813675,Pass,Run,1,1,Pass-Run,Pass-Pass
2025_01_ARI_NO,1,REG,NO,ARI,3,1,6,3,run,Run,"(8:38) (No Huddle, Shotgun) 41-A.Kamara right guard to NO 42 for 3 yards (52-J.Burch; 25-Z.Collins).",-0.29173455433920026,0,0.22608225047588348,Pass,Pass,2,2,Run-Pass,Pass-Run
2025_01_ARI_NO,1,REG,NO,ARI,3,2,6,4,pass,Pass,(8:03) (Shotgun) 2-S.Rattler pass incomplete short right to 12-C.Olave.,-0.8640516663435847,0,0.2184184044599533,Run,Pass,1,3,Pass-Pass,Run-Pass
2025_01_ARI_NO,1,REG,NO,ARI,3,3,6,5,pass,Pass,"(7:58) (No Huddle, Shotgun) 2-S.Rattler pass short right to 83-J.Johnson to ARI 47 for 11 yards (27-A.Davis-Gaither).",2.0005824929103255,1,0.19458739459514618,Pass,Pass,2,1,Pass-Pass,Pass-Pass
2025_01_ARI_NO,1,REG,NO,ARI,3,1,6,6,pass,Pass,(7:25) (Shotgun) 2-S.Rattler pass short left to 12-C.Olave to ARI 44 for 8 yards (21-G.Williams; 3-B.Baker).,0.1961903963238001,1,0.23911844193935394,Pass,Pass,3,2,Pass-Pass,Pass-Pass
2025_01_ARI_NO,1,REG,NO,ARI,3,2,6,7,pass,Pass,"(7:03) (No Huddle, Shotgun) 2-S.Rattler pass short right to 83-J.Johnson pushed ob at ARI 38 for 6 yards (16-M.Melton).",0.31604475202038884,1,0.23511004447937012,Pass,Run,1,3,Pass-Run,Pass-Pass
2025_01_ARI_NO,1,REG,NO,ARI,3,3,6,8,run,Run,"(6:35) (No Huddle, Shotgun) 41-A.Kamara up the middle to ARI 36 for 2 yards (91-L.Collier).",0.6727808467112482,1,0.26427263021469116,Pass,Pass,2,1,Run-Pass,Pass-Run
2025_01_ARI_NO,1,REG,NO,ARI,3,1,6,9,pass,Pass,"(6:10) (No Huddle, Shotgun) 2-S.Rattler pass short left to 10-B.Cooks to ARI 28 for 8 yards (3-B.Baker; 5-B.Browning).",0.5291985752992332,1,0.26640835404396057,Run,Run,3,2,Pass-Run,Run-Pass
2025_01_ARI_NO,1,REG,NO,ARI,3,2,6,10,run,Run,"(5:45) (No Huddle, Shotgun) 41-A.Kamara left guard to ARI 30 for -2 yards (3-B.Baker).",-1.0711324495496228,0,0.30683961510658264,Pass,Pass,1,1,Run-Pass,Pass-Run
